date,all stocks next month average profit,selected stocks next month average profit,stocks names,line_allstock_totalprofit,line_selectedstock_totalprofit
2017-04-30,-0.07099813414521176,-0.13861476510743617,600007.csv 600149.csv 600232.csv 600403.csv 600408.csv 600419.csv 600439.csv 600455.csv 600712.csv 600817.csv 600882.csv 600980.csv 600983.csv 601313.csv 603012.csv 603023.csv 603131.csv 603918.csv 603936.csv 603959.csv,0.9280018658547883,0.8603852348925638
2017-12-31,-0.024215590725650736,-0.04260849195927593,600232.csv 600235.csv 600386.csv 600403.csv 600455.csv 600639.csv 600712.csv 600719.csv 600817.csv 600882.csv 600983.csv 601199.csv 603012.csv 603022.csv 603315.csv 603398.csv 603696.csv 603726.csv 603901.csv 603918.csv,0.9046017506127537,0.8228651322948717
2018-09-30,-0.09286453391254741,-0.04128643863150884,600091.csv 600235.csv 600310.csv 600321.csv 600385.csv 600386.csv 600403.csv 600455.csv 600539.csv 600556.csv 600599.csv 600749.csv 600817.csv 600870.csv 600882.csv 603017.csv 603022.csv 603023.csv 603131.csv 603308.csv,0.8196917289150131,0.7880690963760763
2019-03-31,-0.028656697968845502,-0.030317004164901396,600091.csv 600127.csv 600385.csv 600403.csv 600429.csv 600539.csv 600712.csv 600719.csv 600768.csv 600817.csv 600870.csv 600882.csv 603020.csv 603022.csv 603023.csv 603029.csv 603601.csv 603779.csv 603822.csv 603901.csv,0.7953823788830198,0.7633891332026366
2019-06-30,-0.02127604625813897,-0.024888710952718506,600091.csv 600173.csv 600321.csv 600358.csv 600385.csv 600403.csv 600539.csv 600551.csv 600576.csv 600817.csv 600829.csv 600870.csv 603023.csv 603029.csv 603101.csv 603306.csv 603726.csv 603788.csv 603822.csv 603898.csv,0.777664404218113,0.7436259725887072
